coef;guild;merchantid
0,94;Ассоциация Оливковых Торговцев;106952161
0,77;Гильдия Пекарей;48972005
0,22;Ассоциация Оливковых Торговцев;300074825
0,12;Ассоциация Оливковых Торговцев;302051947
0,53;Ассоциация Оливковых Торговцев;300055697
0,97;Объединение Фруктовых Садовников;839002
0,57;Гильдия Гончаров;108192288
0,88;Гильдия Гончаров;83272948
0,78;Братство Кузнецов;55649509
0,56;Гильдия Гончаров;3282390
0,9;Гильдия Гончаров;62236808
0,5;Гильдия Пекарей;93357156
0,16;Гильдия Гончаров;1607909
0,37;Ассоциация Оливковых Торговцев;303026991
0,07;Гильдия Августовских Торговцев;41220840
0,11;Ассоциация Оливковых Торговцев;302838677
0,35;Гильдия Пекарей;82760898
0,05;Гильдия Гончаров;106957109
0,49;Гильдия Гончаров;3292014
0,83;Гильдия Пекарей;88635446
0,41;Гильдия Пекарей;106997068
0,39;Братство Кузнецов;62657284
0,92;Гильдия Гончаров;100161232
0,5;Ассоциация Оливковых Торговцев;108084916
0,37;Объединение Рыбаков;108104134
0,86;Гильдия Гончаров;100036103
0,36;Гильдия Гончаров;1550825
0,88;Гильдия Гончаров;108417137
0,22;Гильдия Гончаров;102851844
0,25;Гильдия Августовских Торговцев;103019494
0,41;Ассоциация Оливковых Торговцев;107010432
0,75;Гильдия Парфюмеров;103183323
0,5;Ассоциация Оливковых Торговцев;81924590
0,1;Ассоциация Оливковых Торговцев;32903379
0,45;Гильдия Гончаров;30458372
0,74;Гильдия Гончаров;93543852
0,59;Гильдия Пекарей;53775404
0,12;Гильдия Августовских Торговцев;108490312
0,8;Гильдия Гончаров;875918
0,79;Братство Виноделов;93615580
0,28;Гильдия Пекарей;108567437
1;Гильдия Пекарей;1491147
0,11;Братство Поставщиков Специй;100075184
1;Ассоциация Оливковых Торговцев;102045029
0,35;Гильдия Августовских Торговцев;108098562
0,75;Объединение Рыбаков;108556837
0,43;Гильдия Гончаров;98032232
0,46;Гильдия Августовских Торговцев;1466948
0,84;Гильдия Гончаров;105328061
0,27;Союз Скотоводов;108550279
0,3;Лига Керамистов;108548428
0,92;Гильдия Гончаров;73705119
0,75;Объединение Фруктовых Садовников;108127304
0,36;Гильдия Гончаров;921305
0,14;Гильдия Пекарей;96226570
0,54;Гильдия Пекарей;80132373
0,14;Ассоциация Оливковых Торговцев;5646776
0,29;Братство Поставщиков Специй;51565317
0,89;Ассоциация Оливковых Торговцев;102315462
0,57;Гильдия Гончаров;75370713
0,13;Объединение Рыбаков;107173371
0,42;Гильдия Августовских Торговцев;300333715
0,24;Ассоциация Оливковых Торговцев;106287842
0,4;Ассоциация Оливковых Торговцев;304050671
0,12;Гильдия Пекарей;77849994
0,62;Ассоциация Оливковых Торговцев;305739917
0,53;Гильдия Пекарей;69944203
0,23;Гильдия Пекарей;107388857
0,09;Ассоциация Оливковых Торговцев;77573087
0,4;Объединение Фруктовых Садовников;108358711
0,46;Ассоциация Оливковых Торговцев;303951333
0,93;Ассоциация Оливковых Торговцев;107547482
0,71;Гильдия Обработчиков Шерсти;75193859
0,12;Гильдия Гончаров;93535310
0,73;Гильдия Августовских Торговцев;108345982
0,99;Ассоциация Оливковых Торговцев;97790672
0,85;Гильдия Пекарей;108198715
0,81;Ассоциация Оливковых Торговцев;304709171
0,07;Ассоциация Оливковых Торговцев;303297423
0,19;Гильдия Августовских Торговцев;7970203
0,72;Ассоциация Оливковых Торговцев;108312817
0,21;Ассоциация Оливковых Торговцев;108344847
0,09;Ассоциация Оливковых Торговцев;107508682
0,12;Гильдия Августовских Торговцев;108328795
0,08;Ассоциация Оливковых Торговцев;105538050
0,83;Гильдия Обработчиков Шерсти;71035334
0,85;Ассоциация Оливковых Торговцев;102748237
0,11;Гильдия Гончаров;93544726
1;Гильдия Гончаров;102324161
0,43;Ассоциация Оливковых Торговцев;49699817
0,19;Гильдия Пекарей;467296
